ID,Feature1,Feature2
1,26.241785382528082,29.654339247072038
2,26.61922134525173,33.80757464102006
3,24.41461656319166,29.41465760762705
4,28.948032038768478,31.918586822882272
5,23.82631403516262,31.356400108964912
6,23.841455767968846,28.835675616074358
7,25.604905678915085,25.216799388355504
8,20.687705418717417,28.594281176897567
9,22.46792219916394,30.785618331488184
10,22.72993981119697,26.46924074666177
11,28.664121922303885,29.43555924878366
12,25.168820511719808,26.43812953446636
13,23.639043188687044,30.277306474274667
14,22.122516056444244,30.93924504586418
15,23.49840327520299,29.27076562551681
16,23.495733469426508,34.630695461272346
17,24.966256938155166,27.35572267761025
18,27.05636228025797,26.947890875072446
19,25.52215898751189,25.100824690300563
20,21.679534877753923,30.492153089672808
21,26.846166449988527,30.428420702974925
22,24.7108792940294,29.247240761026777
23,21.30369502408143,28.20038947901323
24,23.848403072600533,32.64280556554729
25,25.859045723921152,25.592399611593166
26,25.810209923486987,29.03729429895921
27,23.307694999235103,31.529190722102168
28,27.577498806239877,32.328200297790495
29,22.901956191943405,29.226969060371964
30,25.82815857850891,32.4388628178059
31,23.802064405386776,29.53585255834046
32,22.234162564984928,27.009483439798323
33,27.031314555985496,33.39060007142706
34,24.819974696049165,32.50883224473006
35,25.904090062619087,28.387200613487188
36,25.903489013771036,33.84509141616492
37,24.91043490222512,33.91160913953502
38,18.450637239775638,32.054756260938056
39,25.217617670595427,29.25248162383533
40,25.229401941338757,25.03107771349777
41,24.45082028040622,30.892781428779365
42,28.69473511185379,28.70432445431588
43,22.97876599276703,28.745607391038657
44,27.288505294255184,30.82187777414921
45,23.675599490582403,31.28316858278339
46,25.2426938733701,32.42161247633222
47,23.24486726530662,29.18084463350558
48,24.019729617169606,26.341212629669705
49,25.74030069266144,30.652638180449724
50,25.012783641606152,29.41353216656213
51,21.461573144873963,28.948386693086604
52,24.143213708683078,27.99430682694595
53,24.596785720834976,31.010127142036346
54,29.715464753026325,30.436444532079598
55,25.64387597680691,29.813885210584584
56,20.203071961752396,29.933715311376957
57,25.150575524852567,36.15810528121322
58,24.519097588047195,30.75386835583403
59,24.91322057573689,27.07830490595117
60,27.85705703628755,31.879832581716936
61,26.977579867607616,27.72653136301315
62,28.506985777340248,26.495372343019298
63,26.467142734500676,35.47613906452494
64,22.52365918717328,28.58425567599307
65,25.249128412719102,28.7413108647095
66,21.12334142233467,30.17140743701507
67,22.344240715684737,31.183981076587955
68,22.701439414415493,33.87483601254385
69,23.04186676915941,29.19484620948581
70,27.033793043424176,26.92283920891511
71,25.568649836510325,33.26785688570607
72,20.98129191359693,30.46158464633076
73,25.64970698562106,31.954557179443277
74,21.907623222804794,26.69885846728931
75,26.304853914042244,30.742461683082965
76,25.626232125864693,30.86612052374244
77,23.299938196053773,30.58063424290251
78,25.732681183246704,28.21412145493408
79,29.664436277861892,31.18458230227947
80,22.02174125699338,31.641384021584575
81,22.563295824431698,31.96771150935613
82,27.89648894751851,27.948294204120725
83,27.408440323110803,31.031952317341247
84,27.055150399986225,34.74198245663487
85,24.386529709992825,28.115659589106276
86,22.77621392593619,27.960474287586404
87,24.80724572646474,30.85287993704161
88,25.69172699832505,32.067958122590056
89,25.032504729694768,33.633835192893294
90,24.33835791690511,36.80042291647405
91,26.564168369412517,27.857106108959293
92,22.322768754847218,31.206181038107964
93,24.441343036685375,31.78500123523023
94,26.183094061433863,29.81792771835782
95,22.88301570482899,26.21288193828534
96,23.883712619832448,32.140996985808684
97,25.53523436032551,26.88565305322003
98,25.432952314627954,30.96329344932209
99,22.790356409497168,30.384312764863818
100,25.145521796115,27.14257425542344
101,25.894468400870707,31.401961315920587
102,27.70762810793819,32.634505130087256
103,21.555826580107272,27.655437400212193
104,26.28758816802165,31.284464877280524
105,26.28761921576512,39.631828726636805
106,26.427226276732917,32.8389141004515
107,27.385004408733007,31.628478128264494
108,24.211826888399138,31.89742305123317
109,23.06793696365607,29.407953483149978
110,23.78659113042724,30.204685348465805
111,30.786646416683773,25.33183701852063
112,26.715650475936283,25.96821032202587
113,23.820170335526416,32.72237649241841
114,25.160700047738658,27.305638055176736
115,23.21174072685008,31.69899437233669
116,23.17408342070716,30.54114647395494
117,25.113929599759533,28.370999130985457
118,30.359860223313312,31.584797555795028
119,19.937143533355982,30.46613578692357
120,23.34553383807903,32.13108333699056
121,23.018698153918248,29.713158896332754
122,26.262468197451142,32.16438798542531
123,21.99925898236056,29.163746910397627
124,23.812636722097608,28.36667691856572
125,29.41363560070274,31.012454277402387
126,21.847790114162386,32.29465486763694
127,30.305390492531583,32.581163151377865
128,21.201575085114968,28.78941481783437
129,28.167277872966558,28.230826335953047
130,26.109548570365572,31.93658513357334
131,22.68267382105479,29.8511866098455
132,16.89683164982732,27.439030896664274
133,24.3685796215171,26.880542045087875
134,29.08102825982909,26.42464655509842
135,23.89988878325754,30.32685144321523
136,28.60318322266529,26.4103446220514
137,27.907909380387398,30.025582652548966
138,22.54622837238012,31.155258685658175
139,25.497649238933676,28.499457807103013
140,25.174505212475047,29.036716007845598
141,25.28379336312812,31.655326686302615
142,28.96504204036338,26.905461252932877
143,30.332583436640668,25.119780501193745
144,24.62053726241104,31.47079301621144
145,25.70247966933758,28.443251200448515
146,24.479694374106813,28.76749766335292
147,23.526588107639473,32.12400524255256
148,25.892538714912618,28.267726011848364
149,27.248999688583126,30.768248802191522
150,27.0321552970974,31.57407210480903
151,22.92751247269482,28.599547399507575
152,26.868234012808156,31.525925663583664
153,24.94774601508963,30.293318458271955
154,28.194162239471062,28.521071527910426
155,26.367743452925094,29.494518368915266
156,24.455796991931948,32.74694212996798
157,27.063540872470075,32.03377409000159
158,28.26369701788582,30.052509604081898
159,26.70488242823741,29.22433310851636
160,25.810415881221104,29.67464236408079
161,25.242489912481794,31.487892563592283
162,22.954448291916318,35.23096818921365
163,22.484956546250746,26.96452846803067
164,27.89527718375017,31.97915673490734
165,26.56029954263039,31.5708637731607
166,24.969383067882713,27.75686407128542
167,25.189511395484317,28.30709572121972
168,27.437799333544376,29.632356546244655
169,22.93625700801872,29.196535395867517
170,26.032328635689062,28.590688617990065
171,22.944449011083922,30.60921802872978
172,25.612416427771805,28.732642061572175
173,23.822404235954192,30.580124843394092
174,21.37978914625669,26.481340564058613
175,23.20388944686891,29.466382120720382
176,25.777268913995012,33.68839054237388
177,27.14414905800505,29.600153675091434
178,24.952459480243277,27.493676588405478
179,24.953717160019025,29.278353402699654
180,25.806796400845222,27.931922641119193
181,26.29836628560293,33.831847282506445
182,24.728099628857855,31.004279305247355
183,26.72535997927778,28.99694882028541
184,25.56023120452604,30.031481001954486
185,25.244190246372078,28.067475540361333
186,25.061275435647357,31.244995728113626
187,28.627859019487605,32.39817706521302
188,30.38295614377889,28.081631092779876
189,27.180801591801696,30.45835501434588
190,30.47450733304418,27.97925428661212
191,22.90069539454806,28.501518386389943
192,19.690260689225482,28.685612445798096
193,23.102168346115754,30.37598446619052
194,25.8543899394429,34.69042709803971
195,27.376059595465126,28.557740860843992
196,22.753963321629104,31.229797928766263
197,21.699416982448394,34.57864691463588
198,27.948600301803218,28.827060869738236
199,20.717163677272808,33.384680935413535
200,24.713650386868455,33.09454077993365
201,21.01393085301408,28.50156244261557
202,25.013109249295457,30.117451484411855
203,23.874836321301892,31.557124830868748
204,22.330948926543513,29.644051287446768
205,25.300739079279747,31.28609708514687
206,26.779037195222223,27.188394770405328
207,21.164714573160943,33.194192054746274
208,25.83078502994898,28.128783658608615
209,28.87787993880631,30.289186585732146
210,27.948242960159565,30.16879620352527
211,30.151869812204968,34.38835210610801
212,24.377589628802316,32.42892737738589
213,26.613439873962868,33.42157889383087
214,22.58769134854974,31.7151286499961
215,27.646061217123968,25.603151283942214
216,22.041853718335563,24.901919555599747
217,24.326482913888604,31.793855639489905
218,28.75589263024007,30.185236951049436
219,29.07153886392823,26.549746354462773
220,20.74154390161211,29.861130752758452
221,25.96016362234827,29.918263129764767
222,19.83139474990031,29.77719990121803
223,21.738826248737865,31.674181372075097
224,25.91649561524212,27.65030053418161
225,23.715332706658266,27.351966195277623
226,24.843302256817072,32.387855801253096
227,22.535684884161142,31.26011628879461
228,23.674355954068897,28.01781791934414
229,24.732424100113604,27.411894193951564
230,23.615876736632046,27.005305268527877
231,29.911812832290973,30.08815887992932
232,23.250686230018538,30.534949776835553
233,24.719179875772927,29.447576001166944
234,26.535416750108563,31.893769275118263
235,23.67374713097368,28.5604543983883
236,24.31237075712089,24.24519708816104
237,21.21202234450362,33.41718566861131
238,29.11241928375321,29.377409901109054
239,26.441392407639416,30.77812538635884
240,32.6972020211381,32.79893727858644
241,24.680206021298083,27.611148898498936
242,20.98388419935607,30.508659089668058
243,23.109123136789243,26.444365726005813
244,23.383567789393684,27.296129990964012
245,29.21785408768141,32.20409939237363
246,24.980068396708457,33.69986034722506
247,25.193420769119047,27.846789496679342
248,28.80781019317414,31.347275109211648
249,22.40688461418386,29.52415330479098
250,22.810954366538105,26.54300067258916
251,27.315443868829103,34.773541601175324
252,21.503581065452146,31.40742309172643
253,23.373393577195433,28.78218654058826
254,23.51901518940283,27.84002307580046
255,25.121304069862067,27.922624708972407
256,25.676142064449596,29.874404726377158
257,24.402629882833974,27.731090844896006
258,23.558071673579168,31.88847806456439
259,26.252292969060953,27.55611188800362
260,25.248330763573065,31.878467808429473
261,20.826486797196573,31.358400480949836
262,23.343440602635383,31.426496671482898
263,23.091852108643707,25.4877947483387
264,20.931143905292092,30.120212366653455
265,25.649306254303706,27.73920843723898
266,26.596481146943436,25.8461998443276
267,24.834800503381707,26.972459500593857
268,23.3704097304946,30.118496678291034
269,22.84896658679012,29.038611139425438
270,27.5157320230361,28.557770326192127
271,27.089230280162855,27.175732863355954
272,26.324510444788206,33.60392155164475
273,18.820888749681778,28.007761861323807
274,26.44268031795135,29.492386534892518
275,25.92786468342827,28.49003703321045
276,25.21647446868225,29.610806911519802
277,27.919455154149517,30.636052108253033
278,25.844006655188004,28.97030758469383
279,23.780984439818766,28.91860453045095
280,25.986130355945743,28.947538797949342
281,25.724437142241033,35.188501996613596
282,27.17781175857923,29.184941169580398
283,28.00303480540986,28.97981156744612
284,19.904688662055364,27.47978422270649
285,20.323020197435362,29.12121628989673
286,25.04604594797388,34.19109328068821
287,25.817318434410407,29.45224867797784
288,27.073513952958724,24.472161727480287
289,25.589036395271414,31.927162984717416
290,21.303534385550396,32.85938510801732
291,25.846241018736034,28.961780215247998
292,26.581954665265712,35.67673214451099
293,25.454665637646237,30.62055146575084
294,23.85159775114939,27.87538907633802
295,27.075839541360615,27.859790435227833
296,25.17891559304848,28.805856383087207
297,26.19744956436598,30.834155263217372
298,27.59384986064475,28.724959002863134
299,24.32531266176657,27.553090710544232
300,23.889266849809722,30.94325123261213
301,62.270965849936054,67.23350402746712
302,62.60881776031698,74.06691357641485
303,61.2403047096711,75.6303874376742
304,57.67863240268928,66.26603589006575
305,54.663839253287165,74.48813293446754
306,61.96309696906217,69.83324598726864
307,60.83990587895946,66.62353285810487
308,67.33725593885048,70.38766354592568
309,60.32818438381468,72.17729987169608
310,61.44302769521014,70.67165207283739
311,57.62857663366407,71.41440507140798
312,65.6460734894251,74.03626013846494
313,64.7795598799182,68.46635297070644
314,57.03118553922426,69.62263923970106
315,60.16717473686608,73.28257455541285
316,54.92260611085554,74.58865095838183
317,59.52597630426303,68.71935679015775
318,56.9636868742195,65.0354299844027
319,62.46951175188575,70.2199539015652
320,56.13011730077684,66.11476368380914
321,58.99264590212962,75.00706457586818
322,59.22122594590918,65.49057114064568
323,59.262770807742164,69.181829290757
324,51.909340071175286,69.83711540044656
325,59.307196409373965,72.08861909444026
326,65.54686828483604,73.37969508864327
327,59.193333928335505,66.680422273775
328,67.72007940974959,70.17765530204346
329,60.04178787573884,69.92762473866999
330,60.59425428230357,69.56691876422818
331,58.27901397935929,68.35942317627882
332,59.901740189352005,68.3697256865987
333,57.86146265196851,70.31929068307569
334,59.23506834773743,74.51197896574807
335,52.04709057482096,73.27452055576738
336,63.738255577492886,63.77982930277555
337,58.971937217758956,68.88567740201263
338,55.77746491584654,67.66654993722737
339,56.66827246360251,75.25681133027086
340,62.80703517944238,73.81466528498248
341,62.165016192129706,66.61284468634831
342,58.426439201160676,71.46812368368376
343,56.333616573324164,72.13899529051716
344,59.2790238055256,68.87553757735121
345,62.132879904610476,71.33278993445812
346,58.917101502542764,73.47798941009275
